SkillID,SkillName,SkillQuality,PassiveSkillType,Duration,CD,Tips,Atlas,Icon,Detail,Attrs,Buffs,BaseAttrs,NoticeDetail,ShowNotice,Audio
1202,随心所欲,1,,5,30,所有攻击命中时，概率触发「物攻提升」,GameSystem/Fairy,FairySkill_0_20,「物攻提升」物理攻击力提升10.0%,,502101=1,,获得物攻提升！,0=1,Audio/Pet/Pet_CastSkill
1202,随心所欲,2,,5,30,所有攻击命中时，概率触发「物攻提升」,GameSystem/Fairy,FairySkill_0_20,「物攻提升」物理攻击力提升11.0%,,502102=2,,获得物攻提升！,0=1,Audio/Pet/Pet_CastSkill
1202,随心所欲,3,,5,30,所有攻击命中时，概率触发「物攻提升」,GameSystem/Fairy,FairySkill_0_20,「物攻提升」物理攻击力提升12.0%,,502103=3,,获得物攻提升！,0=1,Audio/Pet/Pet_CastSkill
1202,随心所欲,4,,5,30,所有攻击命中时，概率触发「物攻提升」,GameSystem/Fairy,FairySkill_0_20,「物攻提升」物理攻击力提升12.5%,,502104=4,,获得物攻提升！,0=1,Audio/Pet/Pet_CastSkill
1202,随心所欲,5,,5,30,所有攻击命中时，概率触发「物攻提升」,GameSystem/Fairy,FairySkill_0_20,「物攻提升」物理攻击力提升13.0%,,502105=5,,获得物攻提升！,0=1,Audio/Pet/Pet_CastSkill
1202,随心所欲,6,,5,30,所有攻击命中时，概率触发「物攻提升」,GameSystem/Fairy,FairySkill_0_20,「物攻提升」物理攻击力提升13.5%,,502106=6,,获得物攻提升！,0=1,Audio/Pet/Pet_CastSkill
1202,随心所欲,7,,5,30,所有攻击命中时，概率触发「物攻提升」,GameSystem/Fairy,FairySkill_0_20,「物攻提升」物理攻击力提升14.0%,,502107=7,,获得物攻提升！,0=1,Audio/Pet/Pet_CastSkill
1202,随心所欲,8,,5,30,所有攻击命中时，概率触发「物攻提升」,GameSystem/Fairy,FairySkill_0_20,「物攻提升」物理攻击力提升14.5%,,502108=8,,获得物攻提升！,0=1,Audio/Pet/Pet_CastSkill
1202,随心所欲,9,,5,30,所有攻击命中时，概率触发「物攻提升」,GameSystem/Fairy,FairySkill_0_20,「物攻提升」物理攻击力提升15.0%,,502109=9,,获得物攻提升！,0=1,Audio/Pet/Pet_CastSkill
1202,随心所欲,10,,5,30,所有攻击命中时，概率触发「物攻提升」,GameSystem/Fairy,FairySkill_0_20,「物攻提升」物理攻击力提升15.0%,,502109=9,,获得物攻提升！,0=1,Audio/Pet/Pet_CastSkill
1203,无尽普攻,1,,5,30,普通攻击命中时，概率触发「物攻提升」,GameSystem/Fairy,FairySkill_0_20,「物攻提升」物理攻击力提升10.0%,,503101=1,,获得物攻提升！,0=1,Audio/Pet/Pet_CastSkill
1203,无尽普攻,2,,5,30,普通攻击命中时，概率触发「物攻提升」,GameSystem/Fairy,FairySkill_0_20,「物攻提升」物理攻击力提升11.0%,,503102=2,,获得物攻提升！,0=1,Audio/Pet/Pet_CastSkill
1203,无尽普攻,3,,5,30,普通攻击命中时，概率触发「物攻提升」,GameSystem/Fairy,FairySkill_0_20,「物攻提升」物理攻击力提升12.0%,,503103=3,,获得物攻提升！,0=1,Audio/Pet/Pet_CastSkill
1203,无尽普攻,4,,5,30,普通攻击命中时，概率触发「物攻提升」,GameSystem/Fairy,FairySkill_0_20,「物攻提升」物理攻击力提升12.5%,,503104=4,,获得物攻提升！,0=1,Audio/Pet/Pet_CastSkill
1203,无尽普攻,5,,5,30,普通攻击命中时，概率触发「物攻提升」,GameSystem/Fairy,FairySkill_0_20,「物攻提升」物理攻击力提升13.0%,,503105=5,,获得物攻提升！,0=1,Audio/Pet/Pet_CastSkill
1203,无尽普攻,6,,5,30,普通攻击命中时，概率触发「物攻提升」,GameSystem/Fairy,FairySkill_0_20,「物攻提升」物理攻击力提升13.5%,,503106=6,,获得物攻提升！,0=1,Audio/Pet/Pet_CastSkill
1203,无尽普攻,7,,5,30,普通攻击命中时，概率触发「物攻提升」,GameSystem/Fairy,FairySkill_0_20,「物攻提升」物理攻击力提升14.0%,,503107=7,,获得物攻提升！,0=1,Audio/Pet/Pet_CastSkill
1203,无尽普攻,8,,5,30,普通攻击命中时，概率触发「物攻提升」,GameSystem/Fairy,FairySkill_0_20,「物攻提升」物理攻击力提升14.5%,,503108=8,,获得物攻提升！,0=1,Audio/Pet/Pet_CastSkill
1203,无尽普攻,9,,5,30,普通攻击命中时，概率触发「物攻提升」,GameSystem/Fairy,FairySkill_0_20,「物攻提升」物理攻击力提升15.0%,,503109=9,,获得物攻提升！,0=1,Audio/Pet/Pet_CastSkill
1203,无尽普攻,10,,5,30,普通攻击命中时，概率触发「物攻提升」,GameSystem/Fairy,FairySkill_0_20,「物攻提升」物理攻击力提升15.0%,,503109=9,,获得物攻提升！,0=1,Audio/Pet/Pet_CastSkill
1204,致命救赎,1,,5,30,致命一击时，概率触发「物攻提升」,GameSystem/Fairy,FairySkill_0_20,「物攻提升」物理攻击力提升10.0%,,504101=1,,获得物攻提升！,0=1,Audio/Pet/Pet_CastSkill
1204,致命救赎,2,,5,30,致命一击时，概率触发「物攻提升」,GameSystem/Fairy,FairySkill_0_20,「物攻提升」物理攻击力提升11.0%,,504102=2,,获得物攻提升！,0=1,Audio/Pet/Pet_CastSkill
1204,致命救赎,3,,5,30,致命一击时，概率触发「物攻提升」,GameSystem/Fairy,FairySkill_0_20,「物攻提升」物理攻击力提升12.0%,,504103=3,,获得物攻提升！,0=1,Audio/Pet/Pet_CastSkill
1204,致命救赎,4,,5,30,致命一击时，概率触发「物攻提升」,GameSystem/Fairy,FairySkill_0_20,「物攻提升」物理攻击力提升12.5%,,504104=4,,获得物攻提升！,0=1,Audio/Pet/Pet_CastSkill
1204,致命救赎,5,,5,30,致命一击时，概率触发「物攻提升」,GameSystem/Fairy,FairySkill_0_20,「物攻提升」物理攻击力提升13.0%,,504105=5,,获得物攻提升！,0=1,Audio/Pet/Pet_CastSkill
1204,致命救赎,6,,5,30,致命一击时，概率触发「物攻提升」,GameSystem/Fairy,FairySkill_0_20,「物攻提升」物理攻击力提升13.5%,,504106=6,,获得物攻提升！,0=1,Audio/Pet/Pet_CastSkill
1204,致命救赎,7,,5,30,致命一击时，概率触发「物攻提升」,GameSystem/Fairy,FairySkill_0_20,「物攻提升」物理攻击力提升14.0%,,504107=7,,获得物攻提升！,0=1,Audio/Pet/Pet_CastSkill
1204,致命救赎,8,,5,30,致命一击时，概率触发「物攻提升」,GameSystem/Fairy,FairySkill_0_20,「物攻提升」物理攻击力提升14.5%,,504108=8,,获得物攻提升！,0=1,Audio/Pet/Pet_CastSkill
1204,致命救赎,9,,5,30,致命一击时，概率触发「物攻提升」,GameSystem/Fairy,FairySkill_0_20,「物攻提升」物理攻击力提升15.0%,,504109=9,,获得物攻提升！,0=1,Audio/Pet/Pet_CastSkill
1204,致命救赎,10,,5,30,致命一击时，概率触发「物攻提升」,GameSystem/Fairy,FairySkill_0_20,「物攻提升」物理攻击力提升15.0%,,504109=9,,获得物攻提升！,0=1,Audio/Pet/Pet_CastSkill
1205,怪物就是加油站,1,,5,30,杀死怪物时，概率触发「物攻提升」,GameSystem/Fairy,FairySkill_0_20,「物攻提升」物理攻击力提升10.0%,,505101=1,,获得物攻提升！,0=1,Audio/Pet/Pet_CastSkill
1205,怪物就是加油站,2,,5,30,杀死怪物时，概率触发「物攻提升」,GameSystem/Fairy,FairySkill_0_20,「物攻提升」物理攻击力提升11.0%,,505102=2,,获得物攻提升！,0=1,Audio/Pet/Pet_CastSkill
1205,怪物就是加油站,3,,5,30,杀死怪物时，概率触发「物攻提升」,GameSystem/Fairy,FairySkill_0_20,「物攻提升」物理攻击力提升12.0%,,505103=3,,获得物攻提升！,0=1,Audio/Pet/Pet_CastSkill
1205,怪物就是加油站,4,,5,30,杀死怪物时，概率触发「物攻提升」,GameSystem/Fairy,FairySkill_0_20,「物攻提升」物理攻击力提升12.5%,,505104=4,,获得物攻提升！,0=1,Audio/Pet/Pet_CastSkill
1205,怪物就是加油站,5,,5,30,杀死怪物时，概率触发「物攻提升」,GameSystem/Fairy,FairySkill_0_20,「物攻提升」物理攻击力提升13.0%,,505105=5,,获得物攻提升！,0=1,Audio/Pet/Pet_CastSkill
1205,怪物就是加油站,6,,5,30,杀死怪物时，概率触发「物攻提升」,GameSystem/Fairy,FairySkill_0_20,「物攻提升」物理攻击力提升13.5%,,505106=6,,获得物攻提升！,0=1,Audio/Pet/Pet_CastSkill
1205,怪物就是加油站,7,,5,30,杀死怪物时，概率触发「物攻提升」,GameSystem/Fairy,FairySkill_0_20,「物攻提升」物理攻击力提升14.0%,,505107=7,,获得物攻提升！,0=1,Audio/Pet/Pet_CastSkill
1205,怪物就是加油站,8,,5,30,杀死怪物时，概率触发「物攻提升」,GameSystem/Fairy,FairySkill_0_20,「物攻提升」物理攻击力提升14.5%,,505108=8,,获得物攻提升！,0=1,Audio/Pet/Pet_CastSkill
1205,怪物就是加油站,9,,5,30,杀死怪物时，概率触发「物攻提升」,GameSystem/Fairy,FairySkill_0_20,「物攻提升」物理攻击力提升15.0%,,505109=9,,获得物攻提升！,0=1,Audio/Pet/Pet_CastSkill
1205,怪物就是加油站,10,,5,30,杀死怪物时，概率触发「物攻提升」,GameSystem/Fairy,FairySkill_0_20,「物攻提升」物理攻击力提升15.0%,,505109=9,,获得物攻提升！,0=1,Audio/Pet/Pet_CastSkill
1206,濒死本能,1,,10,60,生命值低于50%且发生变化时，概率触发「物攻提升」,GameSystem/Fairy,FairySkill_0_20,「物攻提升」物理攻击力提升15.0%,,506101=1,,获得物攻提升！,0=1,Audio/Pet/Pet_CastSkill
1206,濒死本能,2,,10,60,生命值低于50%且发生变化时，概率触发「物攻提升」,GameSystem/Fairy,FairySkill_0_20,「物攻提升」物理攻击力提升16.0%,,506102=2,,获得物攻提升！,0=1,Audio/Pet/Pet_CastSkill
1206,濒死本能,3,,10,60,生命值低于50%且发生变化时，概率触发「物攻提升」,GameSystem/Fairy,FairySkill_0_20,「物攻提升」物理攻击力提升17.0%,,506103=3,,获得物攻提升！,0=1,Audio/Pet/Pet_CastSkill
1206,濒死本能,4,,10,60,生命值低于50%且发生变化时，概率触发「物攻提升」,GameSystem/Fairy,FairySkill_0_20,「物攻提升」物理攻击力提升17.5%,,506104=4,,获得物攻提升！,0=1,Audio/Pet/Pet_CastSkill
1206,濒死本能,5,,10,60,生命值低于50%且发生变化时，概率触发「物攻提升」,GameSystem/Fairy,FairySkill_0_20,「物攻提升」物理攻击力提升18.0%,,506105=5,,获得物攻提升！,0=1,Audio/Pet/Pet_CastSkill
1206,濒死本能,6,,10,60,生命值低于50%且发生变化时，概率触发「物攻提升」,GameSystem/Fairy,FairySkill_0_20,「物攻提升」物理攻击力提升18.5%,,506106=6,,获得物攻提升！,0=1,Audio/Pet/Pet_CastSkill
1206,濒死本能,7,,10,60,生命值低于50%且发生变化时，概率触发「物攻提升」,GameSystem/Fairy,FairySkill_0_20,「物攻提升」物理攻击力提升19.0%,,506107=7,,获得物攻提升！,0=1,Audio/Pet/Pet_CastSkill
1206,濒死本能,8,,10,60,生命值低于50%且发生变化时，概率触发「物攻提升」,GameSystem/Fairy,FairySkill_0_20,「物攻提升」物理攻击力提升19.5%,,506108=8,,获得物攻提升！,0=1,Audio/Pet/Pet_CastSkill
1206,濒死本能,9,,10,60,生命值低于50%且发生变化时，概率触发「物攻提升」,GameSystem/Fairy,FairySkill_0_20,「物攻提升」物理攻击力提升20.0%,,506109=9,,获得物攻提升！,0=1,Audio/Pet/Pet_CastSkill
1206,濒死本能,10,,10,60,生命值低于50%且发生变化时，概率触发「物攻提升」,GameSystem/Fairy,FairySkill_0_20,「物攻提升」物理攻击力提升20.0%,,506109=9,,获得物攻提升！,0=1,Audio/Pet/Pet_CastSkill
1207,左闪右躲,1,,5,6,闪避免疫伤害成功时，概率触发「物攻提升」,GameSystem/Fairy,FairySkill_0_20,「物攻提升」物理攻击力提升10.0%,,507101=1,,获得物攻提升！,0=1,Audio/Pet/Pet_CastSkill
1207,左闪右躲,2,,5,6,闪避免疫伤害成功时，概率触发「物攻提升」,GameSystem/Fairy,FairySkill_0_20,「物攻提升」物理攻击力提升11.0%,,507102=2,,获得物攻提升！,0=1,Audio/Pet/Pet_CastSkill
1207,左闪右躲,3,,5,6,闪避免疫伤害成功时，概率触发「物攻提升」,GameSystem/Fairy,FairySkill_0_20,「物攻提升」物理攻击力提升12.0%,,507103=3,,获得物攻提升！,0=1,Audio/Pet/Pet_CastSkill
1207,左闪右躲,4,,5,6,闪避免疫伤害成功时，概率触发「物攻提升」,GameSystem/Fairy,FairySkill_0_20,「物攻提升」物理攻击力提升12.5%,,507104=4,,获得物攻提升！,0=1,Audio/Pet/Pet_CastSkill
1207,左闪右躲,5,,5,6,闪避免疫伤害成功时，概率触发「物攻提升」,GameSystem/Fairy,FairySkill_0_20,「物攻提升」物理攻击力提升13.0%,,507105=5,,获得物攻提升！,0=1,Audio/Pet/Pet_CastSkill
1207,左闪右躲,6,,5,6,闪避免疫伤害成功时，概率触发「物攻提升」,GameSystem/Fairy,FairySkill_0_20,「物攻提升」物理攻击力提升13.5%,,507106=6,,获得物攻提升！,0=1,Audio/Pet/Pet_CastSkill
1207,左闪右躲,7,,5,6,闪避免疫伤害成功时，概率触发「物攻提升」,GameSystem/Fairy,FairySkill_0_20,「物攻提升」物理攻击力提升14.0%,,507107=7,,获得物攻提升！,0=1,Audio/Pet/Pet_CastSkill
1207,左闪右躲,8,,5,6,闪避免疫伤害成功时，概率触发「物攻提升」,GameSystem/Fairy,FairySkill_0_20,「物攻提升」物理攻击力提升14.5%,,507108=8,,获得物攻提升！,0=1,Audio/Pet/Pet_CastSkill
1207,左闪右躲,9,,5,6,闪避免疫伤害成功时，概率触发「物攻提升」,GameSystem/Fairy,FairySkill_0_20,「物攻提升」物理攻击力提升15.0%,,507109=9,,获得物攻提升！,0=1,Audio/Pet/Pet_CastSkill
1207,左闪右躲,10,,5,6,闪避免疫伤害成功时，概率触发「物攻提升」,GameSystem/Fairy,FairySkill_0_20,「物攻提升」物理攻击力提升15.0%,,507109=9,,获得物攻提升！,0=1,Audio/Pet/Pet_CastSkill
1208,连击压制,1,,5,30,连击数达成30的倍数时，概率触发「魔攻提升」,GameSystem/Fairy,FairySkill_0_16,「魔攻提升」魔法攻击力提升10.0%,,508101=1,,获得魔攻提升！,0=1,Audio/Pet/Pet_CastSkill
1208,连击压制,2,,5,30,连击数达成30的倍数时，概率触发「魔攻提升」,GameSystem/Fairy,FairySkill_0_16,「魔攻提升」魔法攻击力提升11.0%,,508102=2,,获得魔攻提升！,0=1,Audio/Pet/Pet_CastSkill
1208,连击压制,3,,5,30,连击数达成30的倍数时，概率触发「魔攻提升」,GameSystem/Fairy,FairySkill_0_16,「魔攻提升」魔法攻击力提升12.0%,,508103=3,,获得魔攻提升！,0=1,Audio/Pet/Pet_CastSkill
1208,连击压制,4,,5,30,连击数达成30的倍数时，概率触发「魔攻提升」,GameSystem/Fairy,FairySkill_0_16,「魔攻提升」魔法攻击力提升12.5%,,508104=4,,获得魔攻提升！,0=1,Audio/Pet/Pet_CastSkill
1208,连击压制,5,,5,30,连击数达成30的倍数时，概率触发「魔攻提升」,GameSystem/Fairy,FairySkill_0_16,「魔攻提升」魔法攻击力提升13.0%,,508105=5,,获得魔攻提升！,0=1,Audio/Pet/Pet_CastSkill
1208,连击压制,6,,5,30,连击数达成30的倍数时，概率触发「魔攻提升」,GameSystem/Fairy,FairySkill_0_16,「魔攻提升」魔法攻击力提升13.5%,,508106=6,,获得魔攻提升！,0=1,Audio/Pet/Pet_CastSkill
1208,连击压制,7,,5,30,连击数达成30的倍数时，概率触发「魔攻提升」,GameSystem/Fairy,FairySkill_0_16,「魔攻提升」魔法攻击力提升14.0%,,508107=7,,获得魔攻提升！,0=1,Audio/Pet/Pet_CastSkill
1208,连击压制,8,,5,30,连击数达成30的倍数时，概率触发「魔攻提升」,GameSystem/Fairy,FairySkill_0_16,「魔攻提升」魔法攻击力提升14.5%,,508108=8,,获得魔攻提升！,0=1,Audio/Pet/Pet_CastSkill
1208,连击压制,9,,5,30,连击数达成30的倍数时，概率触发「魔攻提升」,GameSystem/Fairy,FairySkill_0_16,「魔攻提升」魔法攻击力提升15.0%,,508109=9,,获得魔攻提升！,0=1,Audio/Pet/Pet_CastSkill
1208,连击压制,10,,5,30,连击数达成30的倍数时，概率触发「魔攻提升」,GameSystem/Fairy,FairySkill_0_16,「魔攻提升」魔法攻击力提升15.0%,,508109=9,,获得魔攻提升！,0=1,Audio/Pet/Pet_CastSkill
1209,战斗怒火,1,,5,30,所有攻击命中时，概率触发「魔攻提升」,GameSystem/Fairy,FairySkill_0_16,「魔攻提升」魔法攻击力提升10.0%,,509101=1,,获得魔攻提升！,0=1,Audio/Pet/Pet_CastSkill
1209,战斗怒火,2,,5,30,所有攻击命中时，概率触发「魔攻提升」,GameSystem/Fairy,FairySkill_0_16,「魔攻提升」魔法攻击力提升11.0%,,509102=2,,获得魔攻提升！,0=1,Audio/Pet/Pet_CastSkill
1209,战斗怒火,3,,5,30,所有攻击命中时，概率触发「魔攻提升」,GameSystem/Fairy,FairySkill_0_16,「魔攻提升」魔法攻击力提升12.0%,,509103=3,,获得魔攻提升！,0=1,Audio/Pet/Pet_CastSkill
1209,战斗怒火,4,,5,30,所有攻击命中时，概率触发「魔攻提升」,GameSystem/Fairy,FairySkill_0_16,「魔攻提升」魔法攻击力提升12.5%,,509104=4,,获得魔攻提升！,0=1,Audio/Pet/Pet_CastSkill
1209,战斗怒火,5,,5,30,所有攻击命中时，概率触发「魔攻提升」,GameSystem/Fairy,FairySkill_0_16,「魔攻提升」魔法攻击力提升13.0%,,509105=5,,获得魔攻提升！,0=1,Audio/Pet/Pet_CastSkill
1209,战斗怒火,6,,5,30,所有攻击命中时，概率触发「魔攻提升」,GameSystem/Fairy,FairySkill_0_16,「魔攻提升」魔法攻击力提升13.5%,,509106=6,,获得魔攻提升！,0=1,Audio/Pet/Pet_CastSkill
1209,战斗怒火,7,,5,30,所有攻击命中时，概率触发「魔攻提升」,GameSystem/Fairy,FairySkill_0_16,「魔攻提升」魔法攻击力提升14.0%,,509107=7,,获得魔攻提升！,0=1,Audio/Pet/Pet_CastSkill
1209,战斗怒火,8,,5,30,所有攻击命中时，概率触发「魔攻提升」,GameSystem/Fairy,FairySkill_0_16,「魔攻提升」魔法攻击力提升14.5%,,509108=8,,获得魔攻提升！,0=1,Audio/Pet/Pet_CastSkill
1209,战斗怒火,9,,5,30,所有攻击命中时，概率触发「魔攻提升」,GameSystem/Fairy,FairySkill_0_16,「魔攻提升」魔法攻击力提升15.0%,,509109=9,,获得魔攻提升！,0=1,Audio/Pet/Pet_CastSkill
1209,战斗怒火,10,,5,30,所有攻击命中时，概率触发「魔攻提升」,GameSystem/Fairy,FairySkill_0_16,「魔攻提升」魔法攻击力提升15.0%,,509109=9,,获得魔攻提升！,0=1,Audio/Pet/Pet_CastSkill
1210,疾风行者,1,,8,30,杀死怪物时，概率触发「移速提升」,GameSystem/Fairy,FairySkill_0_37,「移速提升」提升40%移动速度,,510101=1,,获得移速提升！,0=1,Audio/Pet/Pet_CastSkill
1210,疾风行者,2,,10,30,杀死怪物时，概率触发「移速提升」,GameSystem/Fairy,FairySkill_0_37,「移速提升」提升40%移动速度,,510102=2,,获得移速提升！,0=1,Audio/Pet/Pet_CastSkill
1210,疾风行者,3,,12,30,杀死怪物时，概率触发「移速提升」,GameSystem/Fairy,FairySkill_0_37,「移速提升」提升40%移动速度,,510103=3,,获得移速提升！,0=1,Audio/Pet/Pet_CastSkill
1210,疾风行者,4,,13,30,杀死怪物时，概率触发「移速提升」,GameSystem/Fairy,FairySkill_0_37,「移速提升」提升40%移动速度,,510104=4,,获得移速提升！,0=1,Audio/Pet/Pet_CastSkill
1210,疾风行者,5,,14,30,杀死怪物时，概率触发「移速提升」,GameSystem/Fairy,FairySkill_0_37,「移速提升」提升40%移动速度,,510105=5,,获得移速提升！,0=1,Audio/Pet/Pet_CastSkill
1210,疾风行者,6,,15,30,杀死怪物时，概率触发「移速提升」,GameSystem/Fairy,FairySkill_0_37,「移速提升」提升40%移动速度,,510106=6,,获得移速提升！,0=1,Audio/Pet/Pet_CastSkill
1210,疾风行者,7,,16,30,杀死怪物时，概率触发「移速提升」,GameSystem/Fairy,FairySkill_0_37,「移速提升」提升40%移动速度,,510107=7,,获得移速提升！,0=1,Audio/Pet/Pet_CastSkill
1210,疾风行者,8,,17,30,杀死怪物时，概率触发「移速提升」,GameSystem/Fairy,FairySkill_0_37,「移速提升」提升40%移动速度,,510108=8,,获得移速提升！,0=1,Audio/Pet/Pet_CastSkill
1210,疾风行者,9,,18,30,杀死怪物时，概率触发「移速提升」,GameSystem/Fairy,FairySkill_0_37,「移速提升」提升40%移动速度,,510109=9,,获得移速提升！,0=1,Audio/Pet/Pet_CastSkill
1210,疾风行者,10,,18,30,杀死怪物时，概率触发「移速提升」,GameSystem/Fairy,FairySkill_0_37,「移速提升」提升40%移动速度,,510109=9,,获得移速提升！,0=1,Audio/Pet/Pet_CastSkill
1211,杀意骤起,1,,5,30,致命一击时，概率触发「魔攻提升」,GameSystem/Fairy,FairySkill_0_16,「魔攻提升」魔法攻击力提升10.0%,,511101=1,,获得魔攻提升！,0=1,Audio/Pet/Pet_CastSkill
1211,杀意骤起,2,,5,30,致命一击时，概率触发「魔攻提升」,GameSystem/Fairy,FairySkill_0_16,「魔攻提升」魔法攻击力提升11.0%,,511102=2,,获得魔攻提升！,0=1,Audio/Pet/Pet_CastSkill
1211,杀意骤起,3,,5,30,致命一击时，概率触发「魔攻提升」,GameSystem/Fairy,FairySkill_0_16,「魔攻提升」魔法攻击力提升12.0%,,511103=3,,获得魔攻提升！,0=1,Audio/Pet/Pet_CastSkill
1211,杀意骤起,4,,5,30,致命一击时，概率触发「魔攻提升」,GameSystem/Fairy,FairySkill_0_16,「魔攻提升」魔法攻击力提升12.5%,,511104=4,,获得魔攻提升！,0=1,Audio/Pet/Pet_CastSkill
1211,杀意骤起,5,,5,30,致命一击时，概率触发「魔攻提升」,GameSystem/Fairy,FairySkill_0_16,「魔攻提升」魔法攻击力提升13.0%,,511105=5,,获得魔攻提升！,0=1,Audio/Pet/Pet_CastSkill
1211,杀意骤起,6,,5,30,致命一击时，概率触发「魔攻提升」,GameSystem/Fairy,FairySkill_0_16,「魔攻提升」魔法攻击力提升13.5%,,511106=6,,获得魔攻提升！,0=1,Audio/Pet/Pet_CastSkill
1211,杀意骤起,7,,5,30,致命一击时，概率触发「魔攻提升」,GameSystem/Fairy,FairySkill_0_16,「魔攻提升」魔法攻击力提升14.0%,,511107=7,,获得魔攻提升！,0=1,Audio/Pet/Pet_CastSkill
1211,杀意骤起,8,,5,30,致命一击时，概率触发「魔攻提升」,GameSystem/Fairy,FairySkill_0_16,「魔攻提升」魔法攻击力提升14.5%,,511108=8,,获得魔攻提升！,0=1,Audio/Pet/Pet_CastSkill
1211,杀意骤起,9,,5,30,致命一击时，概率触发「魔攻提升」,GameSystem/Fairy,FairySkill_0_16,「魔攻提升」魔法攻击力提升15.0%,,511109=9,,获得魔攻提升！,0=1,Audio/Pet/Pet_CastSkill
1211,杀意骤起,10,,5,30,致命一击时，概率触发「魔攻提升」,GameSystem/Fairy,FairySkill_0_16,「魔攻提升」魔法攻击力提升15.0%,,511109=9,,获得魔攻提升！,0=1,Audio/Pet/Pet_CastSkill
1212,狂战盛怒,1,,5,30,杀死怪物时，概率触发「魔攻提升」,GameSystem/Fairy,FairySkill_0_16,「魔攻提升」魔法攻击力提升10.0%,,512101=1,,获得魔攻提升！,0=1,Audio/Pet/Pet_CastSkill
1212,狂战盛怒,2,,5,30,杀死怪物时，概率触发「魔攻提升」,GameSystem/Fairy,FairySkill_0_16,「魔攻提升」魔法攻击力提升11.0%,,512102=2,,获得魔攻提升！,0=1,Audio/Pet/Pet_CastSkill
1212,狂战盛怒,3,,5,30,杀死怪物时，概率触发「魔攻提升」,GameSystem/Fairy,FairySkill_0_16,「魔攻提升」魔法攻击力提升12.0%,,512103=3,,获得魔攻提升！,0=1,Audio/Pet/Pet_CastSkill
1212,狂战盛怒,4,,5,30,杀死怪物时，概率触发「魔攻提升」,GameSystem/Fairy,FairySkill_0_16,「魔攻提升」魔法攻击力提升12.5%,,512104=4,,获得魔攻提升！,0=1,Audio/Pet/Pet_CastSkill
1212,狂战盛怒,5,,5,30,杀死怪物时，概率触发「魔攻提升」,GameSystem/Fairy,FairySkill_0_16,「魔攻提升」魔法攻击力提升13.0%,,512105=5,,获得魔攻提升！,0=1,Audio/Pet/Pet_CastSkill
